word	label	count
нұт	unclassified_short	1
тнт	unclassified_short	1
бб	unclassified_short	1
хак	unclassified_short	1
соо	unclassified_short	1
зоо	unclassified_short	1
хұб	unclassified_short	1
абатттандыру	non_lexical_filler	1
жүл	unclassified_short	1
мк	unclassified_short	1
леб	unclassified_short	1
юта	unclassified_short	1
жмт	unclassified_short	1
күк	unclassified_short	1
инв	unclassified_short	1
кәм	unclassified_short	1
бнп	unclassified_short	1
лед	unclassified_short	1
шұқ	unclassified_short	1
миэ	unclassified_short	1
исэ	unclassified_short	1
нхл	unclassified_short	1
бег	unclassified_short	1
өж	unclassified_short	1
кеи	unclassified_short	1
нео	unclassified_short	1
гал	unclassified_short	1
чай	unclassified_short	1
стб	unclassified_short	1
ини	unclassified_short	1
төт	unclassified_short	1
тах	unclassified_short	1
энс	unclassified_short	1
вик	unclassified_short	1
хпк	unclassified_short	1
ұю	unclassified_short	1
бұқ	unclassified_short	1
үео	unclassified_short	1
саң	unclassified_short	1
гэн	unclassified_short	1
кот	unclassified_short	1
уза	unclassified_short	1
кбо	unclassified_short	1
өкм	unclassified_short	1
оақ	unclassified_short	1
хэт	unclassified_short	1
үұк	unclassified_short	1
эвм	unclassified_short	1
дт	unclassified_short	1
еқы	unclassified_short	1
бия	unclassified_short	1
ғөп	unclassified_short	1
айс	unclassified_short	1
олі	unclassified_short	1
аөе	unclassified_short	1
жұ	unclassified_short	1
жор	unclassified_short	1
цан	unclassified_short	1
хэқ	unclassified_short	1
амф	unclassified_short	1
авр	unclassified_short	1
хэх	unclassified_short	1
меи	unclassified_short	1
рэс	unclassified_short	1
кол	unclassified_short	1
арк	unclassified_short	1
жжс	unclassified_short	1
эсп	unclassified_short	1
лик	unclassified_short	1
пұа	unclassified_short	1
үшд	unclassified_short	1
руи	unclassified_short	1
эхк	unclassified_short	1
сеу	unclassified_short	1
шін	unclassified_short	1
эсн	unclassified_short	1
тра	unclassified_short	1
нұ	unclassified_short	1
чфр	unclassified_short	1
жук	unclassified_short	1
қғк	unclassified_short	1
ммк	unclassified_short	1
юп	unclassified_short	1
хим	unclassified_short	1
баң	unclassified_short	1
ктп	unclassified_short	1
жой	unclassified_short	1
рә	unclassified_short	1
ейр	unclassified_short	1
фит	unclassified_short	1
авк	unclassified_short	1
хкф	unclassified_short	1
азэ	unclassified_short	1
әқк	unclassified_short	1
вит	unclassified_short	1
резидентттері	non_lexical_filler	1
деи	unclassified_short	1
омб	unclassified_short	1
мүж	unclassified_short	1
пээ	unclassified_short	1
тнк	unclassified_short	1
орг	unclassified_short	1
тқс	unclassified_short	1
қпо	unclassified_short	1
кко	unclassified_short	1
сри	unclassified_short	1
оча	unclassified_short	1
жег	unclassified_short	1
шов	unclassified_short	1
мнц	unclassified_short	1
кош	unclassified_short	1
ұс	unclassified_short	1
сид	unclassified_short	1
жқ	unclassified_short	1
ооой	non_lexical_filler	1
мәәәәәһ	non_lexical_filler	1
хек	unclassified_short	1
нин	unclassified_short	1
ұһ	unclassified_short	1
двк	unclassified_short	1
жасссс	non_lexical_filler	1
сүн	unclassified_short	1
шабыттты	non_lexical_filler	1
маю	unclassified_short	1
хин	unclassified_short	1
аби	unclassified_short	1
ама	unclassified_short	1
ұзыыыыын	non_lexical_filler	1
гзи	unclassified_short	1
сов	unclassified_short	1
тэн	unclassified_short	1
этн	unclassified_short	1
кэт	unclassified_short	1
мид	unclassified_short	1
уим	unclassified_short	1
ыу	unclassified_short	1
шәк	unclassified_short	1
руд	unclassified_short	1
фео	unclassified_short	1
кят	unclassified_short	1
ук	unclassified_short	1
рия	unclassified_short	1
оят	unclassified_short	1
джр	unclassified_short	1
тей	unclassified_short	1
үд	unclassified_short	1
нок	unclassified_short	1
аюп	unclassified_short	1
ісу	unclassified_short	1
хқа	unclassified_short	1
иба	unclassified_short	1
дәю	unclassified_short	1
ғаж	unclassified_short	1
чун	unclassified_short	1
шқз	unclassified_short	1
рәт	unclassified_short	1
езі	unclassified_short	1
вод	unclassified_short	1
ниг	unclassified_short	1
ажы	unclassified_short	1
ркжоііі	non_lexical_filler	1
гио	unclassified_short	1
чио	unclassified_short	1
дөу	unclassified_short	1
өлә	unclassified_short	1
оһо	unclassified_short	1
вон	unclassified_short	1
фер	unclassified_short	1
өже	unclassified_short	1
уық	unclassified_short	1
үи	unclassified_short	1
ной	unclassified_short	1
мма	unclassified_short	1
шуб	unclassified_short	1
миияяяу	non_lexical_filler	1
ғар	unclassified_short	1
охо	unclassified_short	1
ұч	unclassified_short	1
һа	unclassified_short	1
рит	unclassified_short	1
икп	unclassified_short	1
мұт	unclassified_short	1
вт	unclassified_short	1
пі	unclassified_short	1
шэт	unclassified_short	1
лье	unclassified_short	1
елк	unclassified_short	1
дуы	unclassified_short	1
фес	unclassified_short	1
шү	unclassified_short	1
процессстің	non_lexical_filler	1
ажт	unclassified_short	1
атт	unclassified_short	1
хіі	unclassified_short	1
ұйт	unclassified_short	1
лоп	unclassified_short	1
дим	unclassified_short	1
апааай	non_lexical_filler	1
уор	unclassified_short	1
ярд	unclassified_short	1
рее	unclassified_short	1
эйч	unclassified_short	1
қазатомөнеррркәсіп	non_lexical_filler	1
уыт	unclassified_short	1
сд	unclassified_short	1
әпу	unclassified_short	1
еръ	unclassified_short	1
ерн	unclassified_short	1
уле	unclassified_short	1
уве	unclassified_short	1
жыыылармен	non_lexical_filler	1
ысы	unclassified_short	1
обе	unclassified_short	1
ь	unclassified_short	1
пыж	unclassified_short	1
пот	unclassified_short	1
авт	unclassified_short	1
дқ	unclassified_short	1
һу	unclassified_short	1
һай	unclassified_short	1
шә	unclassified_short	1
шәш	unclassified_short	1
ноэ	unclassified_short	1
янс	unclassified_short	1
әшқ	unclassified_short	1
юнг	unclassified_short	1
оңа	unclassified_short	1
хаһ	unclassified_short	1
ррр	non_lexical_filler	1
фэр	unclassified_short	1
айл	unclassified_short	1
соп	unclassified_short	1
хатттың	non_lexical_filler	1
аааааай	non_lexical_filler	1
яго	unclassified_short	1
жұл	unclassified_short	1
ерг	unclassified_short	1
кғс	unclassified_short	1
штқ	unclassified_short	1
кша	unclassified_short	1
ори	unclassified_short	1
ікі	unclassified_short	1
уке	unclassified_short	1
лил	unclassified_short	1
дұрыыыс	non_lexical_filler	1
оууу	non_lexical_filler	1
еф	unclassified_short	1
салынеееп	non_lexical_filler	1
кәк	unclassified_short	1
сие	unclassified_short	1
күр	unclassified_short	1
кии	unclassified_short	1
өзн	unclassified_short	1
сий	unclassified_short	1
лдг	unclassified_short	1
рис	unclassified_short	1
дза	unclassified_short	1
улу	unclassified_short	1
юл	unclassified_short	1
опп	unclassified_short	1
зуш	unclassified_short	1
жид	unclassified_short	1
слл	unclassified_short	1
коу	unclassified_short	1
риң	unclassified_short	1
әни	unclassified_short	1
ища	unclassified_short	1
шол	unclassified_short	1
шуа	unclassified_short	1
йан	unclassified_short	1
оус	unclassified_short	1
тір	unclassified_short	1
мыз	unclassified_short	1
енс	unclassified_short	1
лая	unclassified_short	1
суу	unclassified_short	1
зы	unclassified_short	1
ооооооуууууууу	non_lexical_filler	1
ауд	unclassified_short	1
мұ	unclassified_short	1
внп	unclassified_short	1
лер	unclassified_short	1
щи	unclassified_short	1
түүүһ	non_lexical_filler	1
дсб	unclassified_short	1
100	unclassified_short	1
офк	unclassified_short	1
һе	unclassified_short	1
гер	unclassified_short	1
бжб	unclassified_short	1
тааак	non_lexical_filler	1
үбі	unclassified_short	1
брр	unclassified_short	1
руһ	unclassified_short	1
тво	unclassified_short	1
чк	unclassified_short	1
вдв	unclassified_short	1
кавааати	non_lexical_filler	1
дық	unclassified_short	1
хқққжк	non_lexical_filler	1
гюн	unclassified_short	1
выя	unclassified_short	1
ега	unclassified_short	1
олх	unclassified_short	1
рук	unclassified_short	1
лег	unclassified_short	1
пхе	unclassified_short	1
мһәһһәәә	non_lexical_filler	1
ұял	unclassified_short	1
сааанжарәли	non_lexical_filler	1
иііі	non_lexical_filler	1
нау	unclassified_short	1
люо	unclassified_short	1
қкк	unclassified_short	1
шыж	unclassified_short	1
вож	unclassified_short	1
лн	unclassified_short	1
зах	unclassified_short	1
ғын	unclassified_short	1
мх	unclassified_short	1
көа	unclassified_short	1
рғо	unclassified_short	1
хок	unclassified_short	1
ход	unclassified_short	1
шой	unclassified_short	1
моб	unclassified_short	1
дю	unclassified_short	1
гар	unclassified_short	1
эро	unclassified_short	1
ыға	unclassified_short	1
ғыз	unclassified_short	1
му	unclassified_short	1
туһ	unclassified_short	1
бтп	unclassified_short	1
процесссті	non_lexical_filler	1
сауатттылығын	non_lexical_filler	1
роб	unclassified_short	1
мвт	unclassified_short	1
фү	unclassified_short	1
атоннның	non_lexical_filler	1
бін	unclassified_short	1
дяо	unclassified_short	1
дун	unclassified_short	1
люй	unclassified_short	1
апт	unclassified_short	1
рел	unclassified_short	1
гат	unclassified_short	1
дэв	unclassified_short	1
04	unclassified_short	1
хв	unclassified_short	1
аяй	unclassified_short	1
жыы	unclassified_short	1
эпр	unclassified_short	1
сэт	unclassified_short	1
тсс	unclassified_short	1
ууз	unclassified_short	1
ааааа	non_lexical_filler	1
өк	unclassified_short	1
таб	unclassified_short	1
чоң	unclassified_short	1
уға	unclassified_short	1
гумааа	non_lexical_filler	1
құб	unclassified_short	1
мур	unclassified_short	1
гір	unclassified_short	1
афр	unclassified_short	1
уит	unclassified_short	1
даб	unclassified_short	1
муж	unclassified_short	1
юша	unclassified_short	1
әййй	non_lexical_filler	1
акм	unclassified_short	1
нг	unclassified_short	1
жиы	unclassified_short	1
аба	unclassified_short	1
онж	unclassified_short	1
лям	unclassified_short	1
оры	unclassified_short	1
шыл	unclassified_short	1
толасссыз	non_lexical_filler	1
зың	unclassified_short	1
ури	unclassified_short	1
ізм	unclassified_short	1
кейдеее	non_lexical_filler	1
юг	unclassified_short	1
мұн	unclassified_short	1
бун	unclassified_short	1
цум	unclassified_short	1
ехе	unclassified_short	1
худ	unclassified_short	1
шют	unclassified_short	1
жөп	unclassified_short	1
абб	unclassified_short	1
апаааай	non_lexical_filler	1
вах	unclassified_short	1
жуи	unclassified_short	1
паһ	unclassified_short	1
уфы	unclassified_short	1
иан	unclassified_short	1
наг	unclassified_short	1
ума	unclassified_short	1
мәу	unclassified_short	1
йә	unclassified_short	1
ееесіткесін	non_lexical_filler	1
мәһ	unclassified_short	1
ыз	unclassified_short	1
иди	unclassified_short	1
әжеееееее	non_lexical_filler	1
атр	unclassified_short	1
оао	unclassified_short	1
бірікккен	non_lexical_filler	1
тәш	unclassified_short	1
іүо	unclassified_short	1
кэш	unclassified_short	1
вгс	unclassified_short	1
экологиии	non_lexical_filler	1
еэо	unclassified_short	1
хк	unclassified_short	1
фар	unclassified_short	1
эп	unclassified_short	1
ии	unclassified_short	1
гггерлік	non_lexical_filler	1
ях	unclassified_short	1
рын	unclassified_short	1
пуч	unclassified_short	1
ھақ	unclassified_short	1
ія	unclassified_short	1
амі	unclassified_short	1
дхр	unclassified_short	1
лхр	unclassified_short	1
жвн	unclassified_short	1
ашы	unclassified_short	1
тит	unclassified_short	1
рек	unclassified_short	1
бөөө	non_lexical_filler	1
уот	unclassified_short	1
сгс	unclassified_short	1
затттарда	non_lexical_filler	1
ұпа	unclassified_short	1
шк	unclassified_short	1
дзе	unclassified_short	1
зим	unclassified_short	1
шаи	unclassified_short	1
яңа	unclassified_short	1
пит	unclassified_short	1
эб	unclassified_short	1
s	unclassified_short	1
сек	unclassified_short	1
бұд	unclassified_short	1
дөт	unclassified_short	1
нит	unclassified_short	1
лоу	unclassified_short	1
маннның	non_lexical_filler	1
сбж	unclassified_short	1
хоқ	unclassified_short	1
блин	discourse_filler	1
рнп	unclassified_short	1
вэй	unclassified_short	1
мие	unclassified_short	1
нұқ	unclassified_short	1
дид	unclassified_short	1
құ	unclassified_short	1
ису	unclassified_short	1
час	unclassified_short	1
жіііс	non_lexical_filler	1
яла	unclassified_short	1
юз	unclassified_short	1
дөс	unclassified_short	1
дыз	unclassified_short	1
аһа	unclassified_short	1
ута	unclassified_short	1
ыыып	non_lexical_filler	1
әлу	unclassified_short	1
классстан	non_lexical_filler	1
ғың	unclassified_short	1
ими	unclassified_short	1
дэя	unclassified_short	1
һо	unclassified_short	1
лид	unclassified_short	1
жұң	unclassified_short	1
сад	unclassified_short	1
шии	unclassified_short	1
тш	unclassified_short	1
тс	unclassified_short	1
хэл	unclassified_short	1
сед	unclassified_short	1
пақ	unclassified_short	1
өқ	unclassified_short	1
сөс	unclassified_short	1
кгэ	unclassified_short	1
сур	unclassified_short	1
зз	unclassified_short	1
эүз	unclassified_short	1
пут	unclassified_short	1
йек	unclassified_short	1
ііііооооо	non_lexical_filler	1
фай	unclassified_short	1
тех	unclassified_short	1
аям	unclassified_short	1
ойя	unclassified_short	1
ипр	unclassified_short	1
мәб	unclassified_short	1
қпб	unclassified_short	1
ядр	unclassified_short	1
чың	unclassified_short	1
тәң	unclassified_short	1
квт	unclassified_short	1
фкп	unclassified_short	1
гын	unclassified_short	1
яун	unclassified_short	1
снк	unclassified_short	1
сик	unclassified_short	1
физ	unclassified_short	1
шег	unclassified_short	1
рих	unclassified_short	1
руф	unclassified_short	1
пур	unclassified_short	1
мач	unclassified_short	1
опд	unclassified_short	1
әнн	unclassified_short	1
сте	unclassified_short	1
мбэ	unclassified_short	1
хдо	unclassified_short	1
едп	unclassified_short	1
гэс	unclassified_short	1
юр	unclassified_short	1
баа	unclassified_short	1
уо	unclassified_short	1
флю	unclassified_short	1
эһ	unclassified_short	1
мап	unclassified_short	1
кр	unclassified_short	1
кә	unclassified_short	1
ауы	unclassified_short	1
фен	unclassified_short	1
баи	unclassified_short	1
ав	unclassified_short	1
вра	unclassified_short	1
дөй	unclassified_short	1
ғда	unclassified_short	1
хмм	unclassified_short	1
қыя	unclassified_short	1
лиг	unclassified_short	1
изм	unclassified_short	1
жұқ	unclassified_short	1
мей	unclassified_short	1
жк	unclassified_short	1
шұп	unclassified_short	1
түш	unclassified_short	1
бөк	unclassified_short	1
дтп	unclassified_short	1
зея	unclassified_short	1
аэф	unclassified_short	1
эт	unclassified_short	1
убт	unclassified_short	1
ока	unclassified_short	1
дит	unclassified_short	1
гоа	unclassified_short	1
окж	unclassified_short	1
ктв	unclassified_short	1
ща	unclassified_short	1
тес	unclassified_short	1
дтл	unclassified_short	1
дно	unclassified_short	1
лам	unclassified_short	1
хар	unclassified_short	1
ищи	unclassified_short	1
қиы	unclassified_short	1
ііід	non_lexical_filler	1
йен	unclassified_short	1
шәт	unclassified_short	1
мүз	unclassified_short	1
ус	unclassified_short	1
сти	unclassified_short	1
гос	unclassified_short	1
йол	unclassified_short	1
оһ	unclassified_short	1
b	unclassified_short	1
паж	unclassified_short	1
уәп	unclassified_short	1
ині	unclassified_short	1
мұй	unclassified_short	1
бій	unclassified_short	1
яқи	unclassified_short	1
әка	unclassified_short	1
лол	unclassified_short	1
нун	unclassified_short	1
туууфф	non_lexical_filler	1
хью	unclassified_short	1
хоф	unclassified_short	1
әуп	unclassified_short	1
үх	unclassified_short	1
ушу	unclassified_short	1
лео	unclassified_short	1
сссығайдың	non_lexical_filler	1
мәс	unclassified_short	1
снг	unclassified_short	1
руа	unclassified_short	1
лы	unclassified_short	1
ищу	unclassified_short	1
тм	unclassified_short	1
рік	unclassified_short	1
ойбуййй	non_lexical_filler	1
сссамат	non_lexical_filler	1
хммм	non_lexical_filler	1
оле	unclassified_short	1
ассииизм	non_lexical_filler	1
сэн	unclassified_short	1
әә	non_lexical_filler	1
гиа	unclassified_short	1
ааааййтуындай	non_lexical_filler	1
қаражатттың	non_lexical_filler	1
еей	unclassified_short	1
хаф	unclassified_short	1
скл	unclassified_short	1
уик	unclassified_short	1
зім	unclassified_short	1
юкі	unclassified_short	1
әре	unclassified_short	1
циклоннның	non_lexical_filler	1
рі	unclassified_short	1
чук	unclassified_short	1
хн	unclassified_short	1
һеш	unclassified_short	1
жлл	unclassified_short	1
жмл	unclassified_short	1
сх	unclassified_short	1
үщ	unclassified_short	1
мех	unclassified_short	1
милллион	non_lexical_filler	1
үшү	unclassified_short	1
жип	unclassified_short	1
шүу	unclassified_short	1
гея	unclassified_short	1
неі	unclassified_short	1
вер	unclassified_short	1
сиа	unclassified_short	1
ите	unclassified_short	1
опр	unclassified_short	1
даң	unclassified_short	1
луч	unclassified_short	1
ямб	unclassified_short	1
саа	unclassified_short	1
оой	unclassified_short	1
бра	unclassified_short	1
дүм	unclassified_short	1
тпр	unclassified_short	1
жыя	unclassified_short	1
екi	unclassified_short	1
ыта	unclassified_short	1
це	unclassified_short	1
гис	unclassified_short	1
өші	unclassified_short	1
эич	unclassified_short	1
фол	unclassified_short	1
бхк	unclassified_short	1
има	unclassified_short	1
ееееуууууу	non_lexical_filler	1
тұх	unclassified_short	1
цру	unclassified_short	1
қыф	unclassified_short	1
тср	unclassified_short	1
ооо	non_lexical_filler	1
дәр	unclassified_short	1
вцм	unclassified_short	1
гир	unclassified_short	1
дүт	unclassified_short	1
фас	unclassified_short	1
мхт	unclassified_short	1
